c903b374-4ab8-49a9-b769-100c41ac87fe	X_RaGOO	11252163	11258314
eb6b8006-a373-475a-8ba9-48c55f3e5d41	2L_RaGOO	22246452	22247198
0880cbaf-3744-43ea-9c40-ceab2e62c928	3L_RaGOO	26073200	26180872
1c4345c6-fd6a-4362-8226-755e3c8f7b38	2R_RaGOO	3264800	3389993
b6166ae0-f2ad-4ca5-8fed-17717f2aed50	2R_RaGOO	4138415	4139318
6515311f-5f41-4260-8100-ce3a66237170	3R_RaGOO	17434012	17438622
30dacf07-28a6-4920-b573-059fd9d42e71	2R_RaGOO	4739990	4742926
17191f47-2b82-4d89-a7c4-480581d30702	X_RaGOO	4694750	4700692
c7dc09db-d8c3-47b8-a362-a6bbcfd45b53	X_RaGOO	4692697	4694583
3ea51e0d-602c-4b3c-b5c1-4aeb31882ce9	2L_RaGOO	21997459	22006982
f6507c94-289c-4516-9543-b17d880b2afd	2R_RaGOO	4740059	4742920
ffefe932-2e8a-4f80-84a5-1c8fec1326e6	2R_RaGOO	4697401	4698716
9bbc2339-657c-4521-83d6-67d93037d41d	2R_RaGOO	14211142	14221839
5d7f09d7-0dc8-4b86-b944-f49af1bdab8b	2R_RaGOO	14211135	14221843
4d221662-5b07-4d91-aad4-b0b5c6ca6d0a	2R_RaGOO	14211166	14221841
5364ee99-2e4c-4d6a-97e6-b7af93537328	2R_RaGOO	724819	806876
89ef514e-185e-4bca-bb3c-49a88b89c7dd	2R_RaGOO	4705314	4706624
cc41f3b1-39e1-4a83-9575-2282c4e20355	3L_RaGOO	23510705	23521657
cc2eb5cb-6460-4464-aceb-934e1e5f539c	3R_RaGOO	14014597	14022608
f5bc596e-4ee3-45bf-8e1a-8d0943618ebd	3R_RaGOO	7626102	7636408
92716fe7-e9d2-4562-a878-6f2fc46046c8	3R_RaGOO	14014483	14022514
977f7e41-5c91-458e-9050-b6a0f471ee46	X_RaGOO	11252145	11258311
9c29d469-cf4a-47d3-81bf-1abce06ae6f4	2L_RaGOO	983939	1127281
3fc061b8-653b-4096-b185-224481e4df1c	2L_RaGOO	10922262	10941895
09d9846b-5073-4dd4-a1e1-b2a2f2ffcc7e	3L_RaGOO	20019432	20054225
b27577ad-b955-4a23-b46d-87cf68250d37	3L_RaGOO	19244786	19246088
1c50532d-bede-472c-9d8f-9a441fdb1e6b	X_RaGOO	4692582	4694495
bad73779-d9b8-4de0-a678-c4b426985e27	X_RaGOO	575828	577401
d1c61e3c-b2be-4201-8216-33f236722859	2R_RaGOO	10094367	10096344
d906c4a5-1b83-4e4b-913e-24375b627762	2R_RaGOO	3424442	3425516
ca182285-fa2e-4a57-8ced-ca3d65cc16e7	3L_RaGOO	26073181	26181067
9ca5c334-493a-4dd3-aac7-a67b408f9ba1	2R_RaGOO	14211138	14386738
c0abc799-0b88-433b-9b4a-8f29b4855974	3R_RaGOO	14014486	14022637
bfbc0c4c-8685-4738-891e-5cac3fa98b11	3R_RaGOO	3334062	3344399
48d40a59-15fc-4769-bf80-f5ccdb68241a	2R_RaGOO	4740396	4742925
6ec0ac0f-100c-45f0-a216-4265617d04a9	2L_RaGOO	22246499	22247032
0ad5f0d0-45e6-4e48-8f83-4758364e25f3	2R_RaGOO	14211146	14221839
e1549e32-5f7f-48f7-bb53-3451926313cb	3R_RaGOO	16912848	16914765
a6fc2a51-b5b6-4e4e-9b48-7549268587f0	X_RaGOO	4692644	4694493
d30a128e-06e0-4693-8417-2b917224ed2d	2R_RaGOO	14212825	14221845
490ba4b4-7243-4954-a13a-e7b285a5d2db	2R_RaGOO	3559439	3561210
6b54c8f6-cc9e-411f-b53d-37dc664cad1a	3L_RaGOO	19449870	19452525
a5849939-b59c-4b51-abf5-7ef6f88686e9	2R_RaGOO	14211138	14221845
a0ec9b77-8f8a-4b04-8995-dcc1b25ee372	2R_RaGOO	14211166	14221843
74348514-669a-4a87-9943-842d463a483e	3R_RaGOO	14014548	14022511
da6452bf-362f-46e3-bf21-1ebc3083ba08	2R_RaGOO	14211135	14221844
cbbb7756-8e39-4019-ab46-2026e152f176	4_RaGOO	455876	457059
561f1689-ab3b-4345-8e3d-d3ba1daf5853	2R_RaGOO	14211135	14221846
295e9c60-ea8d-4b1e-9b39-03494184319e	3L_RaGOO	19449740	19452539
faa9da66-a79c-470b-961f-1b947b7d8d41	2R_RaGOO	7347655	7349058
7821e35a-34ad-4e72-a34b-39135b093076	X_RaGOO	8989602	8990101
cc790a9a-964e-4153-88d1-489013cc841f	2R_RaGOO	3454947	3471148
cc841cf8-40de-47b9-96a7-1345ff712287	3R_RaGOO	14014491	14022509
faaf7435-c5be-45cf-9aaf-180bf1e88d6b	3L_RaGOO	11008606	11015638
0489261f-6251-44b6-a0fa-7d3973933e6d	X_RaGOO	4692577	4694477
9b3f7ba3-301f-464a-becf-af4e8bb342f9	3L_RaGOO	22711520	22715796
49586587-f0cd-497e-8212-f92fbe760476	2R_RaGOO	4739952	4742928
7763ad06-edad-4880-ab37-2a6d0a8cf695	3L_RaGOO	19449843	19452534
e7ca8eb9-27ae-494b-bde5-dd1113cc1ecf	3L_RaGOO	19244434	19246084
466bb77e-ad6c-4635-b2f3-7bf49b1abe45	2R_RaGOO	14211133	14221845
acc89058-c23e-4486-955a-27f511431a7a	2R_RaGOO	3424420	3472234
4030daee-505b-4258-86d0-42a33038c35b	2R_RaGOO	14211181	14221845
40b26165-7b54-4f48-8c01-57febf9e9fe0	3L_RaGOO	19244793	19246096
ef5d4338-4b1e-403c-ae59-3f88c2c32102	X_RaGOO	6727352	6728282
aff57456-46d9-4f1b-a7a0-8bff05234d3c	X_RaGOO	6727407	6728282
bf5efe3e-0851-49bd-a0ce-b6522da7daeb	X_RaGOO	11252145	11258309
b7864e1f-5556-4adb-b483-d68591d65b33	2R_RaGOO	13240557	13242060
3b932dc6-36e0-47e2-ad8a-a2ea2f9abd5a	3R_RaGOO	14006496	14013368
c0902faf-c7b0-4c83-a9a1-1d05b5205fd0	X_RaGOO	12609237	12610715
