Subclass	Superfamily	Family	Insertion	Counting	Reads	mean_subcov
LINE	I	IVK_DM	IVK_DM_2L_RaGOO_1_356	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2L_RaGOO_3202985_3203074	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2L_RaGOO_14609439_14614803	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2L_RaGOO_19834403_19834598	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2L_RaGOO_21063001_21067348	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2L_RaGOO_21125730_21128706	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2L_RaGOO_21622977_21625632	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2L_RaGOO_22395602_22400773	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2L_RaGOO_22704820_22710190	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_236607_240826	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_989558_990156	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_1534658_1537496	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_1540873_1543710	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_1764808_1764864	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_2287680_2289721	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_2603345_2606021	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_2641714_2642092	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_3232727_3234088	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_4474733_4477043	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_4551882_4554196	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_4636861_4639171	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_4722955_4728319	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_2R_RaGOO_23893445_23893503	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3L_RaGOO_19656431_19661800	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3L_RaGOO_23040392_23040508	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3L_RaGOO_23706125_23706628	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3L_RaGOO_23882670_23883429	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3L_RaGOO_24018973_24019074	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3L_RaGOO_25857396_25862011	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3L_RaGOO_26017383_26019895	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3L_RaGOO_26033930_26041315	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3L_RaGOO_26208826_26212827	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3L_RaGOO_26401179_26401551	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3L_RaGOO_26401974_26403591	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3R_RaGOO_1310828_1315529	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3R_RaGOO_1796864_1797377	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3R_RaGOO_2119958_2120596	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3R_RaGOO_2188150_2190801	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3R_RaGOO_2224232_2228262	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3R_RaGOO_2284452_2289809	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3R_RaGOO_2971557_2971643	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3R_RaGOO_3639431_3642904	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3R_RaGOO_30951533_30951606	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_3R_RaGOO_31159621_31159681	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_X_RaGOO_20983268_20983715	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_X_RaGOO_21001403_21006775	0	{}	0.0
LINE	I	IVK_DM	IVK_DM_X_RaGOO_21962171_21962383	0	{}	0.0
LTR	Gypsy	DM297	DM297_I_2L_RaGOO_366_2025	0	{}	0.0
LTR	Gypsy	DM297	DM297_LTR_2L_RaGOO_4310346_4316635	0	{}	0.0
LTR	Gypsy	DM297	DM297_I_2L_RaGOO_21226839_21226924	0	{}	0.0
LTR	Gypsy	DM297	DM297_LTR_2L_RaGOO_21241556_21249211	0	{}	0.0
LTR	Gypsy	DM297	DM297_LTR_2L_RaGOO_21580271_21580365	0	{}	0.0
LTR	Gypsy	DM297	DM297_I_2L_RaGOO_21615905_21617950	0	{}	0.0
